game,song_name,credit
The Legend of Zelda: Breath of the Wild,Goron City (Night),Olimar12345
The Legend of Zelda: Breath of the Wild,Great Fairy Fountain,Latios212
The Legend of Zelda: Breath of the Wild,Guardian Battle,Olimar12345
The Legend of Zelda: Breath of the Wild,Hateno Village (Day),Nacho2420
The Legend of Zelda: Breath of the Wild,Highlands,Sidon327
The Legend of Zelda: Breath of the Wild,Hinox Battle,Olimar12345
The Legend of Zelda: Breath of the Wild,Hudson Moves Out,Latios212
The Legend of Zelda: Breath of the Wild,Hyrule Castle (Inside),Olimar12345
The Legend of Zelda: Breath of the Wild,Hyrule Castle (Outside),Olimar12345
The Legend of Zelda: Breath of the Wild,Hyrule Castle Town Ruins,Sidon327
The Legend of Zelda: Breath of the Wild,Kakariko Village (Day),Bloop
The Legend of Zelda: Breath of the Wild,Kara Kara Bazaar,Bloop
The Legend of Zelda: Breath of the Wild,Kass's Theme,Latios212
The Legend of Zelda: Breath of the Wild,Kass's Theme (Full),Latios212
The Legend of Zelda: Breath of the Wild,Korok Forest (Day),Pianoth Eakòs Shaveck
The Legend of Zelda: Breath of the Wild,Korok Forest (Night),Pianoth Eakòs Shaveck
The Legend of Zelda: Breath of the Wild,Link's Memories,Nacho2420
The Legend of Zelda: Breath of the Wild,"Link's Memories: ""Resolve & Grief""",gu
The Legend of Zelda: Breath of the Wild,"Link's Memories: ""Silent Princess""",Zeila
The Legend of Zelda: Breath of the Wild,"Link's Memories: ""Zelda's Awakening""",Zeila
The Legend of Zelda: Breath of the Wild,Lodge,Sidon327
The Legend of Zelda: Breath of the Wild,Lost Woods,Olimar12345
The Legend of Zelda: Breath of the Wild,Lurelin Village (Day),Latios212
The Legend of Zelda: Breath of the Wild,Main Theme,Pianoth Eakòs Shaveck
The Legend of Zelda: Breath of the Wild,Mipha's Theme,Latios212
The Legend of Zelda: Breath of the Wild,Miscellaneous Short Themes,Th3Gavst3r
The Legend of Zelda: Breath of the Wild,Molduga Battle,Postoli
The Legend of Zelda: Breath of the Wild,Parasailing Minigame,Pianoth Eakòs Shaveck
The Legend of Zelda: Breath of the Wild,Prince Sidon,Maelstrom
The Legend of Zelda: Breath of the Wild,Race Start,Th3Gavst3r
The Legend of Zelda: Breath of the Wild,Revali's Theme,Latios212
The Legend of Zelda: Breath of the Wild,Riding (Day),Olimar12345
The Legend of Zelda: Breath of the Wild,Rito Sisters,Latios212
The Legend of Zelda: Breath of the Wild,Rito Village (Day),Nacho2420
The Legend of Zelda: Breath of the Wild,Rito Village (Night),Latios212
The Legend of Zelda: Breath of the Wild,Ruins,Sidon327
The Legend of Zelda: Breath of the Wild,Servant of the Sacred Spring,Th3Gavst3r
The Legend of Zelda: Breath of the Wild,Sheikah Tower,Th3Gavst3r
The Legend of Zelda: Breath of the Wild,Sheikah Tower Activated,gu
The Legend of Zelda: Breath of the Wild,Shrine,Sidon327
The Legend of Zelda: Breath of the Wild,Snow Bowling Minigame,Latios212
The Legend of Zelda: Breath of the Wild,Spirit Orb Obtained,Pianoth Eakòs Shaveck
The Legend of Zelda: Breath of the Wild,Spirit Orb Obtained (Four Hands),Pianoth Eakòs Shaveck
The Legend of Zelda: Breath of the Wild,Stables,Olimar12345
The Legend of Zelda: Breath of the Wild,Talus Battle,Olimar12345
The Legend of Zelda: Breath of the Wild,Tarrey Town,Latios212
The Legend of Zelda: Breath of the Wild,Tarrey Town (Gerudo),Latios212
The Legend of Zelda: Breath of the Wild,Tarrey Town (Goron),Latios212
The Legend of Zelda: Breath of the Wild,Tarrey Town (Rito),Latios212
The Legend of Zelda: Breath of the Wild,Teba's Theme,Latios212
The Legend of Zelda: Breath of the Wild,Temple of Time,Nacho2420
The Legend of Zelda: Breath of the Wild,The King of Hyrule's Wish,Zeila
The Legend of Zelda: Breath of the Wild,The Last King of Hyrule,Th3Gavst3r
The Legend of Zelda: Breath of the Wild,Urbosa and the Divine Beast,gu
The Legend of Zelda: Breath of the Wild,Urbosa's Theme,Zeila
The Legend of Zelda: Breath of the Wild,Visions,Postoli
The Legend of Zelda: Breath of the Wild,Waterblight Ganon,Pianoth Eakòs Shaveck
The Legend of Zelda: Breath of the Wild,Zelda's Wish,Latios212
The Legend of Zelda: Breath of the Wild,Zora's Domain (Day),Nacho2420
The Legend of Zelda: Breath of the Wild,Zora's Domain (Night),Zeila
The Legend of Zelda: Twilight Princess,Agitha's Castle,Onionleaf
The Legend of Zelda: Twilight Princess,Armogohma Battle (First Half),Bloop
The Legend of Zelda: Twilight Princess,Battle (Second Half),Latios212
The Legend of Zelda: Twilight Princess,Blizzeta Battle (First Half),Bloop
The Legend of Zelda: Twilight Princess,Blizzeta Battle (Second Half),Bloop
The Legend of Zelda: Twilight Princess,Boss Defeated,G-Han
The Legend of Zelda: Twilight Princess,Cargo Game,Whoppybones
The Legend of Zelda: Twilight Princess,Darknut,spitllama
The Legend of Zelda: Twilight Princess,Death Mountain,Latios212
The Legend of Zelda: Twilight Princess,Disc Channel Preview Screen,The Deku Trombonist
The Legend of Zelda: Twilight Princess,End Credits,Tobbeh99
The Legend of Zelda: Twilight Princess,Enter the Twilight Realm,The Deku Trombonist
The Legend of Zelda: Twilight Princess,Falbi's House,Whoppybones
The Legend of Zelda: Twilight Princess,Faron Woods,Thomas O'Day
The Legend of Zelda: Twilight Princess,Fishing Hole,WiiMan96
The Legend of Zelda: Twilight Princess,Herd Game,Lkjhgfdsa_77
The Legend of Zelda: Twilight Princess,Hidden Village,Latios212
The Legend of Zelda: Twilight Princess,Horse Battle,The Deku Trombonist
The Legend of Zelda: Twilight Princess,Hyrule Castle,Phillip Boyle
The Legend of Zelda: Twilight Princess,Hyrule Castle Third Floor,evilsqueaky
The Legend of Zelda: Twilight Princess,Hyrule Castle Town,Bloop
The Legend of Zelda: Twilight Princess,Hyrule Field,The Deku Trombonist
The Legend of Zelda: Twilight Princess,Hyrule Field At Night,The Deku Trombonist
The Legend of Zelda: Twilight Princess,Ilia's Theme,Latios212
The Legend of Zelda: Twilight Princess,Impaz,Waann
The Legend of Zelda: Twilight Princess,Kakariko Village,Bloop
The Legend of Zelda: Twilight Princess,Kakariko Village is Saved,Adrian Currier
The Legend of Zelda: Twilight Princess,Lake Hylia,The Deku Trombonist
The Legend of Zelda: Twilight Princess,Link and Midna Find Zelda,Saria
The Legend of Zelda: Twilight Princess,Meet Ilia,Latios212
The Legend of Zelda: Twilight Princess,Midna's Lament,Erich
The Legend of Zelda: Twilight Princess,Midna's Theme,The Deku Trombonist
The Legend of Zelda: Twilight Princess,Morpheel Battle (First Half),Bloop
The Legend of Zelda: Twilight Princess,Morpheel Battle (Second Half),Bloop
The Legend of Zelda: Twilight Princess,Ooccoo's Theme,Bloop
The Legend of Zelda: Twilight Princess,Opening,Lkjhgfdsa_77
The Legend of Zelda: Twilight Princess,Orchestra Piece #1,Latios212
The Legend of Zelda: Twilight Princess,Orchestra Piece #2,Zeila
The Legend of Zelda: Twilight Princess,Ordon Ranch,Latios212
The Legend of Zelda: Twilight Princess,Ordon Village,Dudeman
The Legend of Zelda: Twilight Princess,Postman's Theme,Latios212
The Legend of Zelda: Twilight Princess,Rutela's Theme,G-Han
The Legend of Zelda: Twilight Princess,Sacred Grove,The Deku Trombonist
The Legend of Zelda: Twilight Princess,Sanctuary,Latios212
The Legend of Zelda: Twilight Princess,Snowpeak Ruins,Bloop
The Legend of Zelda: Twilight Princess,STAR Game,Latios212
The Legend of Zelda: Twilight Princess,STAR Game Room,GreekGeek
The Legend of Zelda: Twilight Princess,Temple of Time (Dungeon),Bloop
The Legend of Zelda: Twilight Princess,The Spirits of Light,Don Valentino
The Legend of Zelda: Twilight Princess,Title Screen,Latios212
The Legend of Zelda: Twilight Princess,Transfer of Powers,Beethoven II
The Legend of Zelda: Twilight Princess,Twilight,Bloop
The Legend of Zelda: Twilight Princess,Twilight Realm,Renaud Bergeron
The Legend of Zelda: Twilight Princess,Victory,G-Han
The Legend of Zelda: Twilight Princess,Zant Battle,Bloop
The Sims 3,The Sims Theme,Bloop
Tintin in Tibet,The Train,Qew
Titan Souls,Forest Songs,gu
Trivia Murder Party,List of the Dead Song,Zeila
TUNIC,Memories of Memories,PlayfulPiano
TUNIC,Sunset Breakfast,Rubikium
World of Goo,Tumbler,WiiMan96
Yakuza 0,Theme of Serena,rcpercussionist
Yooka-Laylee,Hivory Towers,Sebastian
Yooka-Laylee,Moodymaze Marsh,Evan Lin
Yooka-Laylee,Tribalstack Tropics,Evan Lin
Yoshi's Cookie,1P Music Type A,LeviR.star
Yoshi's Cookie,1P Music Type C,Jacopo Tore
Yoshi's Cookie,2P Music Type C,Gabriele Sechi
Yoshi's Cookie,Music B,Nintendude73
Yoshi's Cookie,Title Screen,Latios212
Yoshi's Cookie,Versus Mode,Nintendude73
Yoshi's Cookie,Versus Music C,Nintendude73
Zero Escape: Virtue's Last Reward,Blue Bird Lamentation,mastersuperfan
Zero Escape: Virtue's Last Reward,Confession,Maelstrom
Zero Escape: Virtue's Last Reward,Portentousness,Trasdegi
Zero Escape: Zero Time Dilemma,Bad End,Zeila
Zero Escape: Zero Time Dilemma,Interminable Dilemma (Final Decision),Zeila
Zero Escape: Zero Time Dilemma,Morphogenetic Sorrow (Piano),mastersuperfan
A Dance of Fire and Ice,The Midnight Train,mastersuperfan
A Hat in Time,Time Rift Story Book,Sebastian
Age of Empires II: The Age of Kings,Menu,WiiMan96
Annalynn,Lava Factory,LeviR.star
Backyard Baseball,Pablo Sanchez's Theme,Altissimo
Bug Fables: The Everlasting Sapling,???,Bloop
Bug Fables: The Everlasting Sapling,Blessed Golden Lands,cacabish
Bug Fables: The Everlasting Sapling,Lost Castle of Ancient Worship,Bloop
Bug Fables: The Everlasting Sapling,Make it Crisbee!,cacabish
Bug Fables: The Everlasting Sapling,Oh no! WASPS!!,Bloop
Bug Fables: The Everlasting Sapling,The Giant's Lair,Bloop
Bug Fables: The Everlasting Sapling,The Sailors' Pier,cacabish
Bunny Must Die! Chelsea and the 7 Devils,Flying Dandelion,Static
Cave Story,Access,Th3Gavst3r
Cave Story,Balcony,Th3Gavst3r
Cave Story,Balrog's Theme,The Deku Trombonist
Cave Story,Break Down,Th3Gavst3r
Cave Story,Cemetery,Th3Gavst3r
Cave Story,Halloween 2,Th3Gavst3r
Cave Story,Running Hell,Maelstrom
Cave Story,Scorching Back,Static
Cave Story,Zombie,Th3Gavst3r
Chris Sawyer's Locomotion,Sandy Track Blues,Clanker37
CrossCode,Battle 1,Greg
CrossCode,Boss Battle,Greg
CrossCode,First Scholars (Two Pianos),Greg
CrossCode,Improvising,Greg
CrossCode,Lea!,Greg
CrossCode,Valse d'Ahoge,Greg
Crypt of the NecroDancer,Knight to C-Sharp (Deep Blues),Fantastic Ike
Deltarune,Attack of the Killer Queen,Zeila
Deltarune,Before the Story,PlayfulPiano
Deltarune,Beginning,LeviR.star
Deltarune,Berdly,mastersuperfan
Deltarune,Bluebird of Misfortune,mastersuperfan
Deltarune,Card Castle,Yug Guy
Deltarune,Chaos King,Yug Guy
Deltarune,Checker Dance,Yug Guy
Deltarune,Darkness Falls,Francesca Minasi
Deltarune,Don't Forget,LeviR.star
Deltarune,Empty Town,LeviR.star
Deltarune,Field of Hopes and Dreams,WaluigiTime64
Deltarune,Friendship,mastersuperfan
Deltarune,Gallery,Maelstrom
Deltarune,Hip Shop,Yug Guy
Deltarune,"It's Pronounced ""Rules""",Kuppa
Deltarune,Lancer,ThatHiddenCharacter
Deltarune,Lost Girl,mastersuperfan
Deltarune,My Castle Town,Th3Gavst3r
Deltarune,Pandora Palace,Bloop
Deltarune,Queen,mastersuperfan
Deltarune,Quiet Autumn,Maelstrom
Deltarune,Rude Buster,mastersuperfan
Deltarune,Scarlet Forest,Bloop
Deltarune,School,FiveNineSquared
Deltarune,The Chase,Maelstrom
Deltarune,The Circus,LeviR.star
Deltarune,THE HOLY,Yug Guy
Deltarune,THE WORLD REVOLVING,ThatHiddenCharacter
Deltarune,Vs. Lancer,ThatHiddenCharacter
Deltarune,WELCOME TO THE CITY,Bloop
Deltarune,You Can Always Come Home,Latios212
Deltarune,Your Power,Yug Guy
Diablo III: Reaper of Souls,A Mortal Heart,Tobbeh99
Diner Dash: Hometown Hero,Florence's Groovy Disco,Static
Do You Remember My Lullaby?,Lullaby (Music Box),SteventheSlayer
Doki Doki Literature Club!,Daijoubu!,Latios212
Doki Doki Literature Club!,Dreams of Love and Literature,Nacho2420
Doki Doki Literature Club!,I Still Love You,NPbus_
Doki Doki Literature Club!,My Confession,NPbus_
Doki Doki Literature Club!,My Feelings,Latios212
Doki Doki Literature Club!,Ohayou Sayori!,Latios212
Doki Doki Literature Club!,"Okay, Everyone! (Monika)",Purple1222119
Doki Doki Literature Club!,Play With Me (Four Hands),NPbus_
Doki Doki Literature Club!,Your Reality (Credits),Maelstrom
Doom,At Doom's Gate [E1M1],Yug Guy
Doom,Intermission from DOOM [E2M3],Yug Guy
Doom,Sweet Little Dead Bunny,Yug Guy
Epic Battle Fantasy 4,A Stroll Through Nostalgia (Ending Version),Nutella511
Final Fantasy XIV,The Twin Faces of Fate - The Theme of Ul'dah,Static
Five Nights at Freddy's,Freddy Fazbear's Theme (from Carmen),Olimar12345
Five Nights at Freddy's 2,Lullaby Waltz (The Monastery Bells),Olimar12345
Five Nights at Freddy's 2,Puppet's Music Box,Olimar12345
Five Nights at Freddy's 3,Don't Go,Don Valentino
Five Nights at Freddy's 3,Shadow Bonnie Minigame (Ständchen),Sebastian
Five Nights at Freddy's: Sister Location,Crumbling Dreams (Ballora's Musicbox),Sebastian
Five Nights at Freddy's: Sister Location,Demolition Inevitable,Sebastian
Five Nights at Freddy's: Sister Location,MVP,Sebastian
Five Nights at Freddy's: Sister Location,Turtle Crusher,Sebastian
Five Nights at Freddy's: Sister Location,Watch Your 6,Olimar12345
Freddy Pharkas: Frontier Pharmacist,Pharmacy Workbench,Nine Lives
Full Tilt! Pinball,Space Cadet Board,Bubbles
Higurashi: When They Cry,You,Maelstrom
Hollow Knight,City of Tears,PlayfulPiano
Hollow Knight,Dirtmouth,Maelstrom
Hollow Knight,Hollow Knight,Zunawe
Hollow Knight,Resting Grounds,Zunawe
Hollow Knight,White Palace,PlayfulPiano
Hype: The Time Quest,The Guardian of Time,E. Gadd Industries
Ikachan,Main Theme,Olimar12345
Kero Blaster,Arrival,Olimar12345
Kero Blaster,Change Spec,Olimar12345
Kero Blaster,Chemistry,Olimar12345
Kero Blaster,Credits of Kero,Olimar12345
Kero Blaster,It's My Blaster,Olimar12345
Kero Blaster,New Item!,Olimar12345
Kero Blaster,Relaxation,Olimar12345
Kero Blaster,Shopping Cart,Olimar12345
Kero Blaster,Time Table,Olimar12345
Kero Blaster,Train Station,Olimar12345
Kimi ga Shine -Tasūketsu Death Game-,Clown's Song,mastersuperfan
King's Valley II: The Seal of El Giza,The Next Pyramid,Atcero
Kingdom,Rest,Th3Gavst3r
La-Mulana,La-Mulana,FugalOmen
La-Mulana,Mr. Explorer,FugalOmen
Leisure Suit Larry 5: Passionate Patti Does a Little Undercover Work,Hard Rock Me,Nine Lives
Leisure Suit Larry 5: Passionate Patti Does a Little Undercover Work,Theme Song,Nine Lives
Leisure Suit Larry Goes Looking For Love (in Several Wrong Places),Kalalau's Love Song,Nine Lives
Leisure Suit Larry in the Land of the Lounge Lizards,Quiki-Mart,Nine Lives
Leisure Suit Larry in the Land of the Lounge Lizards,Theme Song,Nine Lives
Len'en 1: Evanescent Existence,Eternal Dance Engine ~ Shall We Dance!!,BlueKirby
Len'en 2: Earthen Miraculous Sword,Deep Waiver,BlueKirby
Len'en 2: Earthen Miraculous Sword,Mono Eye ~ Ironic FATE,BlueKirby
Len'en 3: Reactivate Majestical Imperial,Walking a Road that Ends in Futility,BlueKirby
Liberty or Death,American Events,Static
LISA,Brokentooth March,Yugikun
Long Live the Queen,Charlotte,McDucky
Long Live the Queen,Death Music (Marche Funèbre),McDucky
Long Live the Queen,Dramatic Statement,McDucky
Long Live the Queen,Epilogue,McDucky
Long Live the Queen,Explore Castle (Sonata),McDucky
Long Live the Queen,Hunting,McDucky
Long Live the Queen,Introduction,McDucky
Long Live the Queen,Magical,McDucky
Long Live the Queen,Noodling,McDucky
Long Live the Queen,Reprise (Garnet),McDucky
Long Live the Queen,Room Settle (Amethyst),McDucky
Long Live the Queen,Shanjia,McDucky
Long Live the Queen,Studying (Amethyst),McDucky
Long Live the Queen,Talking (Busy),McDucky
Long Live the Queen,Talking (Worried),McDucky
Long Live the Queen,Title Screen (God Save The Queen),McDucky
Long Live the Queen,Visit Dungeon (Sonata),McDucky
Lucid9: Inciting Incident,Melancholy,mastersuperfan
Lucid9: Inciting Incident,Rationality,mastersuperfan
Lucy -The Eternity She Wished For-,Light,mastersuperfan
M.U.L.E.,Main Menu,Th3Gavst3r
Magic School Bus Explores in the Age of Dinosaurs,Dino Madness,Qew
Magic School Bus Explores in the Age of Dinosaurs,Dino Sizer,Qew
Maple Story,Orbis,Dalonzo
Metal Gear,Operation Intrude N313,Arc of the Half-Moon
Metal Gear,Theme of Tara,Arc of the Half-Moon
Metal Gear 2: Solid Snake,Night Fall,Arc of the Half-Moon
Metal Gear 2: Solid Snake,Zanzibarland National Anthem,Arc of the Half-Moon
Minecraft,Comforting Memories,PlayfulPiano
Minecraft,Infinite Amethyst,PlayfulPiano
Minecraft,Rubedo,Whoppybones
Minecraft,Sweden,PlayfulPiano
Minecraft,Wet Hands,Sebastian
Momodora: Reverie Under the Moonlight,Pardoner's Dance,Maelstrom
OMORI,By Your Side,SlimyWyvern
OMORI,Lost At A Sleepover,PlayfulPiano
OMORI,Lost Library,PlayfulPiano
OMORI,Remember To Be Patient,PlayfulPiano
OMORI,Spaces In-between,PlayfulPiano
OMORI,Stardust Diving,mastersuperfan
OMORI,Title,PlayfulPiano
OMORI,Trees...,PlayfulPiano
OMORI,WHITE SPACE (Version 1),BrainyLucario
OMORI,WHITE SPACE (Version 3),PlayfulPiano
OneShot,My Burden Is Light,Francesca Minasi
OneShot,Niko and the World Machine,Francesca Minasi
OneShot,Someplace I Know,Francesca Minasi
OPUS: Echo of Starsong,River,Latios212
Owlboy,The Loop Has Ended,Th3Gavst3r
"Papers, Please",Main Theme,McDucky
planetarian ~the reverie of a little planet~,Gentle Jena,Static
Plants vs. Zombies,Choose Your Seeds,Nine Lives
Plants vs. Zombies,Crazy Dave (Intro Theme),Fantastic Ike
Plants vs. Zombies,Loonboon,ThatHiddenCharacter
Rogue Legacy,Castle (Traits Menu),McDucky
RollerCoaster Tycoon,Title Theme,Code_Name_Geek
Rome: Total War,Divinitus,hamishbrown
Runescape,Arabian,Pianist Da Sootopolis
Runescape,Yesteryear,Zeila
S.T.A.L.K.E.R.: Clear Sky,Bandit Radio,Altissimo
Seihou 1: Shuusou Gyoku,Dichromatic Lotus Butterfly ~ Ancients,BlueKirby
Song of Saya,SABBATH,Static
Sonic & Knuckles Collection,Launch Base Zone Act 1,Commander6
Sonic & Knuckles Collection,Launch Base Zone Act 2,Commander6
Spellforce: The Breath of Winter,Cenwen,Libera
Hotel Mario,Main Menu/Map,WaluigiTime64
Zelda: The Wand of Gamelon,Main Theme,Static
Spooky's Jump Scare Mansion,We Have the Beef,BlackDragonSlayer
Stardew Valley,Frozen Pizza and Eggs (Shane's Theme),Code_Name_Geek
Stardew Valley,Piano Solo (Elliott's Theme),Code_Name_Geek
Stardew Valley,Spirit's Eve Festival,Code_Name_Geek
Summer Pockets,Twinkle of Alcor,Libera
Symphonic Rain,Always Smiling (Free Play Mode),Latios212
Symphonic Rain,Even if Tears Run Down Your Cheeks (Piano),Latios212
Symphonic Rain,Fay (Instrumental),Latios212
Symphonic Rain,Feel the Rain,Latios212
Symphonic Rain,Hello!,Latios212
Symphonic Rain,Lycéenne,Latios212
Symphonic Rain,Rain Falling in my Heart,Latios212
Symphonic Rain,Secret,Latios212
Symphonic Rain,The Other Side of the Sky (Piano),McDucky
Team Fortress 2,Rocketjump Waltz,Mr. ML&G
The Binding of Isaac,Pride,Yugikun
The Elder Scrolls II: Daggerfall,General Shop,Atcero
The Incredible Machine 3,Ragtime Theme,Arqivus
The Legend of Heroes: Trails in the Sky,A Cat Relaxing in the Sun,cacabish
The Legend of Heroes: Trails in the Sky,Confession,cacabish
The Legend of Heroes: Trails in the Sky,Provencial City of Rolent,Maelstrom
The Legend of Heroes: Trails in the Sky,Silver Will,Maelstrom
The Legend of Heroes: Trails in the Sky SC,Hamel,SlimyWyvern
The Mirror Lied,Main Theme (Two Pianos),SteventheSlayer
The Sims,Autoplay,WiiMan96
The Sims 2,Building Theme One,WiiMan96
The Stanley Parable,Following Stanley,Th3Gavst3r
To the Moon,For River - Piano (Johnny's Version),Olimar12345
To the Moon,Having Lived,Kaphita
To the Moon,Once Upon a Memory (Piano),Latios212
To the Moon,World's Smallest Ferris Wheel,YouAreNotATadpole
Tom Clancy's Ghost Recon,Anthem,Thomas Wilson
Touhou 10.5:  Scarlet Weather Rhapsody,Argue for and Against,WaluigiTime64
Touhou 10.5:  Scarlet Weather Rhapsody,Catastrophe in Bhava-Agra ~ Wonderful Heaven,MasterProX
Touhou 10.5:  Scarlet Weather Rhapsody,Drunk as I Like,WaluigiTime64
Touhou 11: Subterranean Animism,Green-Eyed Jealousy,WaluigiTime64
Touhou 11: Subterranean Animism,Hellfire Mantle,WaluigiTime64
Touhou 11: Subterranean Animism,The Sealed-Away Youkai ~ Lost Place,WaluigiTime64
Touhou 12: Undefined Fantastic Object,Interdimensional Voyage of a Ghostly Passenger Ship,Static
Touhou 12: Undefined Fantastic Object,UFO Romance in the Night Sky,WaluigiTime64
Touhou 13: Ten Desires,Let's Live in a Lovely Cemetery,WaluigiTime64
Touhou 13: Ten Desires,Spirit of Avarice,MasterProX
Touhou 13: Ten Desires,The Youkai Girl at the Gate,Static
Touhou 14: Double Dealing Character,Dullahan Under the Willows,WaluigiTime64
Touhou 15: Legacy of Lunatic Kingdom,The Moon as Seen from the Shrine,BlueKirby
Touhou 17: Wily Beast and Weakest Creature,Electric Heritage,Maelstrom
Touhou 17: Wily Beast and Weakest Creature,Joutoujin of Ceramics,Maelstrom
Touhou 2: Story of Eastern Wonderland,World of Empty Dreams,BlueKirby
